scheme_id,scheme_name,min_age,max_age,gender,state,occupation,income_limit,category,education_level,disability_status,marital_status
2498,Programme For Internship For LL.B./ LL.M./ Environmental Studies/ Research Students,,,Male,All India,Student,,"SC,ST",UG,Any,Any
2499,Promoting Registration for the Construction Workers,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
2500,Promoting to Farmer for Post Harvesting & Management (Value Addition),,,Female,All India,Farmer,,ST,UG,Any,Any
2501,Promotion And Development Of Tea Tourism Infrastructure In Assam,15.0,,Male,All India,Worker,,"SC,ST",Any,Any,Any
2502,Promotion Of Intensive Aquaculture Through Introduction Of Bio-floc Technology During The Year 2021-22,,,Male,All India,"Farmer,Entrepreneur,Unemployed",,"SC,ST",Any,Any,Any
2503,Promotion of Energy Audit and Conservation of Energy (PEACE): Awareness Programme,,,Any,All India,Worker,,ST,Any,Any,Any
2504,Promotion of Energy Audit and Conservation of Energy (PEACE): Detailed Energy Audit,3.0,,Male,All India,Any,,ST,Any,Any,Any
2505,Promotion of Energy Audit and Conservation of Energy (PEACE): Incentive for Implementing Energy Audit Recommendations,,,Male,All India,Any,,ST,Any,Any,Any
2506,Promotion of Energy Audit and Conservation of Energy (PEACE): Training Programme,,,Any,All India,Any,,ST,Any,Any,Any
2507,Promotion of Literature on Art & Culture of Local Authors/ Organization,,,Any,All India,Any,,ST,Any,Any,Any
2508,Promotion of Science Education (POSE) Scholarship Scheme,,,Female,Haryana,Student,,"SC,ST",Student,Any,Any
2509,Prosthetic Aid Scheme,,,Male,All India,Any,,"SC,ST",Any,Yes,Any
2510,Prosthetic Aid and Appliances for Person with Disabilities,5.0,,Male,Gujarat,Any,,SC,Any,Yes,Any
2511,Providing Artificial Limbs and Other Appliances to Disabled BOC Workers,,,Any,Andhra Pradesh,Worker,,ST,Any,Yes,Any
2512,Providing Mini Tractor and its Sub Parts to the Self Help Group of Scheduled Castes,,,Male,Maharashtra,Any,,"SC,ST",Any,Any,Any
2513,Providing Navigational Aids and Other Infrastructure Facilities,,,Male,Gujarat,Entrepreneur,,ST,Any,Any,Any
2514,Providing Scholarships to Children of BOC Workers,,,Any,All India,"Student,Worker",,"SC,ST",Student,Any,Any
2515,Providing Tin stalls to Gatai Kamgar,18.0,,Male,Maharashtra,Any,,"SC,ST",Any,Any,Any
2516,Pucca Ghar Yojana (Mining),,,Male,All India,Any,,"SC,ST",Any,Any,Any
2517,Punjab Farm Tourism Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2518,Punjabi Language Scholarship Scheme,,,Any,Punjab,Any,,"SC,ST",10th,Any,Any
2519,Purchase of Vehicle for Commercial Hiring Purpose for Persons with Disabilities,14.0,18.0,Male,Haryana,Any,,ST,Any,Yes,Any
2520,Purchase/Construction of House for the Construction Workers,18.0,60.0,Any,All India,Worker,,ST,Any,Any,Any
2521,Quality Certification Reimbursement Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2522,Quality Improvement Programme (QIP),,,Male,All India,Any,,ST,UG,Any,Any
2523,Quality Paddy Seed Distribution,,,Any,Tamil Nadu,Farmer,,ST,Any,Any,Any
2524,R&D Reimbursement Scheme,10.0,,Male,All India,Any,,ST,PhD,Any,Any
2525,RKVY Soil Health and Fertility - Soil Health Card,,,Any,All India,Farmer,,SC,Any,Any,Any
2526,RKVY Soil Health and Fertility Village level Soil Testing Lab,18.0,27.0,Male,All India,Entrepreneur,2.0,"SC,ST",10th,Any,Any
2527,RMEWF-Financial Assistance For Education Of Children & Widows Of Ex-Servicemen,,,Male,All India,Any,,"SC,ST",PG,Any,Widowed
2528,RMEWF-Financial Assistance For Ex-Servicemen In Penury,65.0,65.0,Any,All India,Any,,"SC,ST",Any,Any,Widowed
2529,RMEWF-Financial Assistance For Medical Treatment Of Ex-Servicemen,,,Male,All India,Any,,ST,Any,Any,Widowed
2530,RMEWF-Financial Assistance For Vocational Training Of Widows Of Ex-Servicemen,,,Male,All India,Any,,ST,Any,Any,Widowed
2531,RMEWF-Financial Assistance To 100% Disabled Child Of Ex-Servicemen,,,Male,All India,Any,,ST,Any,Yes,Widowed
2532,Rainfed Area Development,,,Any,All India,Farmer,,SC,Any,Any,Any
2533,Raja Harishachandra Shramik Mratak Antyeshti Sahayata Yojana,,,Male,All India,Worker,,ST,Any,Any,Married
2534,Rajarshri Chhatrapati Shahu Maharaj Merit Scholarship,,,Female,All India,Student,,"SC,ST",10th,Any,Any
2535,Rajasthan Chief Minister's Relief Fund - Accident Assistance,,,Male,Rajasthan,Any,,"SC,ST",Any,Any,Any
2536,Rajasthan Chief Minister's Relief Fund - Kargil Package,,,Male,Rajasthan,Any,,ST,10th,Any,Any
2537,Rajasthan Chief Minister's Relief Fund - Medical Help,,,Male,Rajasthan,Any,,ST,Any,Any,Any
2538,Rajbhasha Gaurav Puraskar Scheme for writing original book in Hindi,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2539,Rajiv Gandhi Family Insurance Scheme,60.0,,Male,Haryana,Government Employee,,"SC,ST",Any,Yes,Any
2540,Rajiv Gandhi Gramin Bhoomihin Krishi Majdoor Nyay Yojana,,,Male,All India,Labor,,"SC,ST",Any,Any,Any
2541,Rajiv Gandhi Kisan Nyay Yojana,18.0,,Any,All India,Farmer,,"SC,ST",Any,Any,Any
2542,Rajiv Gandhi Krishak Sathi Sahayta Yojana,,,Any,All India,"Farmer,Labor,Worker",,ST,Any,Any,Any
2543,Rajiv Gandhi National Fellowship For Scheduled Caste Candidates,,,Male,All India,Any,,"SC,ST",PG,Any,Any
2544,Rajiv Gandhi Scholarship For Academic Excellence,35.0,,Any,Rajasthan,Any,,"SC,ST",PhD,Any,Any
2545,Rajiv Gandhi Scholarship Scheme,,,Male,Haryana,Student,,"SC,ST",Student,Any,Any
2546,Rajiv Gandhi Social Security Scheme For Poor Families - 2012,60.0,,Male,All India,Any,,"SC,ST",Any,Yes,Any
2547,Rajiv Gandhi Swavlamban Rojgar Yojna,18.0,50.0,Male,All India,"Entrepreneur,Artisan",,"SC,ST",Any,Any,Any
2548,Rajya Pratibha Khoj Pariksha Chhatravriti Yojana,,,Male,Rajasthan,Student,,"SC,ST",Student,Any,Any
2549,Ramai Awas (Gharkul) Scheme for SC & Nav-Buddha (Urban and Rural),15.0,,Male,Maharashtra,Any,,SC,Any,Any,Any
2550,Ramalingaswami Re-Entry Fellowship,45.0,,Female,All India,Labor,,"SC,ST,EWS",UG,Any,Any
2551,Raman-Charpak Fellowship,30.0,,Male,All India,Student,,ST,PhD,Any,Any
2552,Ramanujan Fellowship,40.0,40.0,Male,All India,Labor,,"SC,ST",UG,Any,Any
2553,Ramie Crop Scheme,,,Any,All India,Farmer,,Any,Any,Any,Any
2554,Rani Durgavati and Shankarshah Puraskar Scheme (Reward Scheme for Meritorious Students),,,Male,Madhya Pradesh,Student,,"SC,ST",10th,Any,Any
2555,Rashtriya Gram Swaraj Abhiyan,,,Female,All India,Any,,"SC,ST",Any,Any,Any
2556,Rashtriya Gram Swaraj Abhiyan - Internship Program,2.0,,Male,All India,Student,,"SC,ST",UG,Any,Any
2557,Rashtriya Parivar Sahayata Yojana,18.0,59.0,Any,All India,Any,,Any,Any,Any,Any
2558,Rashtriya Vigyan Puraskar,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2559,Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,,,Male,All India,Any,,ST,Any,Any,Any
2560,Raw Material Assistance Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2561,Readers Allowance to Visually Impaired Persons,,,Any,All India,Student,,ST,Student,Any,Any
2562,Readymade Kichan Sahaayata Yojana,18.0,50.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
2563,Rearing Pond Construction Scheme,,,Male,All India,Any,,ST,Any,Any,Any
2564,Refund of Contribution Scheme (PBAOCWWB),18.0,60.0,Male,All India,Worker,,ST,Any,Any,Any
2565,Refund of Fees,,,Any,Madhya Pradesh,Any,,Any,Any,Any,Any
2566,Refund of Subscriptions for the Construction Workers,18.0,60.0,Any,West Bengal,Worker,,"SC,ST",Any,Any,Any
2567,Regional Centre for Training and Production of Mushroom,,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
2568,Registered BOC Workers in case of an Accidental Death (JKBOCWWB),18.0,60.0,Any,All India,Worker,,"SC,ST",Any,Any,Any
2569,Registered Construction Worker in case of his/her Natural Death (JKBOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
2570,Registration & Stamp Duty Subsidy Scheme,,,Any,All India,Any,,ST,Any,Any,Any
2571,Rehabilitation Allowance To Lepers,,,Male,All India,Any,,SC,Any,Any,Any
2572,Rehabilitation Assistance- Haryana Silicosis Board,,,Any,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Widowed
2573,Rehabilitation Treatment For The Disabled,,,Any,All India,Any,,ST,Any,Yes,Any
2574,Rehabilitation of Cured Leprosy Persons: Assistance to Parents,18.0,,Male,Odisha,Any,,ST,Any,Any,Any
2575,Rehabilitation of Cured Leprosy Persons: Marriage Incentives & Support,,,Any,Odisha,Any,,Any,Any,Any,Married
2576,Rehabilitation of Cured Leprosy Persons: Pre & Post-Matric Scholarship,,,Any,Odisha,Student,240000.0,"SC,ST",Student,Any,Any
2577,Reimbursement of College Fees for Scheduled Caste Students in Professional Colleges (Top 20),,,Any,All India,Student,,"SC,ST",Student,Any,Any
2578,Reimbursement of Expenditure for Occupational Diseases (P.B.O.C.W.W.B),18.0,60.0,Male,Punjab,Worker,,"SC,ST",Any,Any,Any
2579,Reimbursement of Expenses for Startups Operating from Leased/Privately Owned Premises Scheme,10.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
2580,Reimbursement of Fees of ST Students Studying in Sainik School Private Institutions,,,Any,Madhya Pradesh,Any,,"SC,ST",Any,Any,Any
2581,Reimbursement of Stamp Duty and Registration Charges,,,Male,Tamil Nadu,Any,,"SC,ST",Any,Any,Any
2582,Reimbursement of Tuition Fee and Transport Facility to Scheduled Castes Students Studying in Technical Institutions in Haryana,,,Male,Haryana,Student,250000.0,"SC,ST",UG,Any,Any
2583,Reimbursement of Tuition Fees for Typewriting and Shorthand Courses for Children of Widows,5.0,,Male,Andhra Pradesh,Student,,"SC,ST",Student,Any,Widowed
2584,Reimbursement of Tuition Fees to the Wards of Ex-Servicemen/Widows (Sainik Welfare),,,Male,All India,Unemployed,,"SC,ST",Any,Any,Widowed
2585,Reimbursement of Tution Fee for SC/ST/OBC/Min students in Public Schools in Class I to XII,,,Any,All India,Student,,"SC,ST",Student,Any,Any
2586,Reimbursement of membership Fee in Government promoted E-Commerce Portals,,,Any,All India,Any,,"SC,ST",Any,Any,Any
2587,Reimbursement of the MS-CIT Course,,,Male,All India,Worker,,ST,Any,Any,Any
2588,Reimbursement/ Spot Exemption of Sales Tax on High-Speed Diesel Oil,23.0,60.0,Male,All India,Entrepreneur,,ST,Any,Any,Any
2589,"Relief During Natural Calamities Such as Cyclone, Flood or Fire (Sainik Welfare)",,,Male,All India,Any,,ST,Any,Any,Widowed
2590,Relief and Rehabilitation Assistance to Sri Lankan Refugees in the Refugee Camps,,,Any,All India,Any,,Any,Any,Any,Any
2591,Relief to the Unregistered Workers,,,Male,Andhra Pradesh,Worker,,ST,Any,Yes,Any
2592,Relief under Natural Calamity / Pandemic Period (PBAOCWWB),18.0,60.0,Male,All India,Worker,,ST,Any,Any,Any
2593,"Replanting & Rejuvenation of Coconut Garden"" by the Coconut Development Board",,,Male,All India,Farmer,,Any,Any,Any,Any
2594,Research (PhD) Scholarship for SC/ST Students,,,Male,Madhya Pradesh,Student,,"SC,ST",PhD,Any,Any
2595,Research Associates (RA),40.0,45.0,Female,All India,Any,,ST,UG,Any,Any
2596,Research Fellowship In Sciences For Meritorious Students,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2597,Research Grant For In-Service Faculty Members,10.0,50.0,Male,All India,Any,,"SC,ST",UG,Any,Any
2598,Research Scholarship for Disabled Students,,,Any,Madhya Pradesh,Student,,"SC,ST",PhD,Yes,Any
2599,Reservoir Fisheries Development Scheme,,,Male,All India,Any,,ST,Any,Any,Any
2600,Residential School For Blinds,6.0,21.0,Male,All India,Any,,ST,Any,Yes,Any
2601,Retirement Relief in Quitting Service for the Construction Workers,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
2602,Retrofitted Petrol Scooters - Tamil Nadu,18.0,,Any,Tamil Nadu,Student,,ST,Student,Yes,Any
2603,Revised Education Scheme For Children Of Artisans/Weavers Of Handicrafts And Handloom Departments,,,Male,All India,Artisan,,"SC,ST,EWS",Any,Any,Any
2604,Revival and Rehabilitation Scheme for Defunct MSMEs and Cashew Processing Units,,,Male,Kerala,Entrepreneur,,"SC,ST",Any,Any,Any
2605,Right To Information Fellowship,25.0,40.0,Any,All India,Any,,EWS,Any,Any,Any
2606,Rise Together,18.0,35.0,Male,All India,Unemployed,,"SC,ST",Any,Any,Any
2607,Riyaayati Dar Par Copies Ka Vitaran,,,Male,All India,Worker,,ST,Any,Any,Any
2608,Running of Scheduled Caste Hostel,,,Any,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
2609,Rupashree Prakalpa,5.0,21.0,Female,West Bengal,Any,150000.0,"SC,ST",10th,Any,Married
2610,Rural Girls’ Incentive Scheme,,,Female,Tamil Nadu,Student,,"SC,ST",Student,Any,Widowed
2611,Rythu Bima Scheme,18.0,59.0,Any,Telangana,Farmer,,"SC,ST",Any,Any,Any
2612,SAHAKAR MITRA: NCDC’s Scheme on Internship Programme,,,Male,All India,Any,,"SC,ST",UG,Any,Any
2613,SC/ST Pre Matric Scholarship - Uttar Pradesh,12.0,20.0,Any,Uttar Pradesh,Student,,"SC,ST",Student,Any,Any
2614,SEBI ITD Internship Program,30.0,,Male,All India,Student,,ST,UG,Any,Any
2615,SERB - POWER Fellowship,55.0,,Female,All India,Labor,,"SC,ST",UG,Any,Any
2616,SERB - POWER Research Grants,,,Female,All India,Labor,1400000.0,"SC,ST",PhD,Any,Any
2617,SERB International Research Experience,5.0,40.0,Female,All India,Any,,"SC,ST,OBC",UG,Any,Any
2618,SERB Research Scientist Scheme,2.0,40.0,Male,All India,Labor,,"SC,ST",PhD,Any,Any
2619,SERB Science and Technology Award for Research,40.0,50.0,Any,All India,Labor,,ST,Any,Any,Any
2620,SERB-Technology Translation Award,3.0,,Male,All India,Labor,,"SC,ST",UG,Any,Any
2621,SITARE-Appreciation Grant,,,Male,All India,Student,,"SC,ST",Student,Any,Any
2622,SITARE-Gandhian Young Technological Innovation Award Grant,,,Any,All India,Student,,"SC,ST",UG,Any,Any
2623,SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons,,,Male,All India,Student,,"SC,ST",Student,Any,Any
2624,SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons – Skill Development And Training,45.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
2625,SUBHADRA,21.0,60.0,Female,Odisha,Worker,10000.0,"SC,ST",Any,Any,Any
2626,SVAMITVA Yojana (Survey of Villages and Mapping with Improvised Technology in Village Areas),,,Any,All India,Any,,Any,Any,Any,Any
2627,Saansad Adarsh Gram Yojana,,,Any,All India,Any,,ST,Any,Any,Any
2628,Sabji Shetra Vistar Yojana,,,Any,All India,Farmer,,"SC,ST",Any,Any,Any
2629,Sabooj Sathi,13.0,18.0,Male,West Bengal,Student,200000.0,"SC,ST",Student,Any,Any
2630,Safai Karmakaar Kaushal Unnayan Yojana,18.0,,Male,All India,Worker,,"SC,ST",Any,Any,Any
2631,Safai Karmakaar Putr/Putri Cycle sahayata yojana,,,Male,All India,Worker,,"SC,ST",Any,Any,Any
2632,Safai Karmakar Bahay Rogi Chikitsa Sahayata Yojana,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
2633,Safai Karmakar Gambhir Bimari Chikitsa Sahayata Yojana,,,Male,All India,Worker,,"SC,ST",Any,Any,Any
2634,Safai Karmakar Hetu Aavashyak Upakaran Sahayata Yojana ​,18.0,60.0,Male,All India,Any,,"SC,ST",Any,Any,Any
2635,Safai Karmakar Ke Bachche Hetu Chhatravrtti Yojana,,,Male,All India,"Student,Worker",,"SC,ST",Student,Any,Any
2636,Safai Karmakar Prasuti Sahayata Yojana,,,Female,All India,Worker,,ST,Any,Any,Any
2637,Sainik School Sujanpur Tihra Scholarship Scheme,,,Any,All India,Student,,"SC,ST",Student,Any,Any
2638,Saksham Jharkhand Kaushal Vikas Yojana,35.0,,Female,All India,Any,,"SC,ST",Any,Yes,Any
2639,Saksham Scheme for Backward Classes,18.0,35.0,Male,Haryana,Any,,Any,Any,Any,Any
2640,Saksham Yuva Scheme,18.0,35.0,Male,Punjab,Student,,"SC,ST",PG,Any,Any
2641,Salary Reimbursement Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2642,Salary Subsidy Scheme,,,Male,All India,Any,7.0,ST,Any,Any,Any
2643,Sales Rebate under 'Marketing And Publicity',,,Any,All India,Any,,Any,Any,Any,Any
2644,Salt Distribution Scheme Jharkhand,,,Any,All India,Any,,"SC,ST",Any,Any,Any
2645,Samagr Samajik Suraksha Pension Yojana,6.0,18.0,Female,All India,Any,,ST,Any,Yes,Widowed
2646,Samagra Samajik Suraksha Parityakta Pension Yojana,18.0,59.0,Female,Madhya Pradesh,Any,,Any,Any,Any,Any
2647,Samagra Samajik Suraksha Vridh Ashram Mai Nivaasarat Ant-vasi Pension Yojana,60.0,,Any,Madhya Pradesh,Any,,Any,Any,Any,Any
2648,Samagra Samajik Suraksha Vridhavastha Pension Yojana,60.0,,Male,Madhya Pradesh,Any,,Any,Any,Any,Any
2649,Samajik Mukti,18.0,60.0,Any,West Bengal,Worker,,ST,Any,Any,Any
2650,Samarth-Respite Care Scheme,,,Male,All India,Any,,ST,Any,Any,Any
2651,Samekit Baal Vikas Chhtra Yojana: Dress for Pre-school Children,3.0,6.0,Any,All India,Any,,SC,Any,Any,Any
2652,Samman Bhatta to War Widows and Parents of Martyrs,,,Any,Rajasthan,Any,,ST,Any,Any,Widowed
2653,Samruddhi Scheme,21.0,,Male,Karnataka,Entrepreneur,,"SC,ST",Any,Any,Any
2654,Sanction of Adult Sticks to Senior Citizens,60.0,,Any,All India,Any,,SC,Any,Any,Any
2655,Sanction of Enhancement of Marriage Incentive Awards for Marriages Between Persons with Differently Abled and Normal Persons,18.0,21.0,Any,All India,Any,,"SC,ST",Any,Yes,Any
2656,Sanction of Laptops - Andhra Pradesh,,,Any,Andhra Pradesh,Student,,ST,UG,Any,Any
2657,Sanction of Motorized Three Wheeler to Orthopedically Challenged,3.0,40.0,Male,Andhra Pradesh,Student,,"SC,ST",10th,Yes,Any
2658,Sanctioning Spectacles to Senior Citizens,60.0,,Any,All India,Any,,SC,Any,Any,Any
2659,Sanctioning of Daisy Players to Visually Challenged,16.0,23.0,Any,Andhra Pradesh,Student,,ST,UG,Any,Any
2660,Sanctioning of M.C.R. Chappals to Senior Citizens,60.0,,Any,All India,Any,,SC,Any,Any,Any
2661,Sanctioning of Touch Phone to Hearing Challenged – Speech Impaired,18.0,,Any,All India,Student,,ST,Student,Any,Any
2662,Sanctioning of Tricycles of Orthopedically Challenged,3.0,,Any,All India,Any,,"SC,ST",Any,Any,Any
2663,Sanitary Napkin Scheme,,,Female,All India,Any,,Any,Any,Any,Any
2664,Sanitary Napkin Scheme (UKBOCWWB),,,Male,All India,Worker,,"SC,ST",Any,Any,Any
2665,Sanitary Pad Supply Scheme,40.0,,Female,All India,Government Employee,,ST,Any,Any,Any
2666,Sanjay Gandhi Niradhar Grant Scheme,35.0,65.0,Female,Maharashtra,Farmer,,ST,Any,Yes,Widowed
2667,Sanskrit Scholarship,,,Male,Madhya Pradesh,Student,,ST,PG,Any,Any
2668,Sant Ravi Das Swarojgaar Yojana,18.0,40.0,Male,Madhya Pradesh,Any,1200000.0,"SC,ST",Any,Any,Married
2669,Sant Ravidaas Shiksha Protsaahan Yojana,6.0,8.0,Male,All India,Worker,,"SC,ST",UG,Any,Any
2670,Sant Surdas Scheme,0.0,17.0,Male,Gujarat,Any,,"SC,ST",Any,Yes,Any
2671,Santwana Scheme - Karnataka,18.0,55.0,Male,Karnataka,Any,,"SC,ST,MINORITY",Any,Any,Any
2672,Saphalam Scheme For Transgender Students Pursuing Professional Courses,18.0,18.0,Male,Kerala,Student,,"SC,ST",Student,Any,Any
2673,Saraswati Cycle Yojana,,,Female,All India,Student,,"SC,ST",Student,Any,Any
2674,Saraswati Vidya Yojana: Free Distribution of Bicycles,,,Female,All India,Student,,"SC,ST",Student,Any,Any
2675,Saraswati Vidya Yojana: Reimbursement of Fees for Diploma/Graduation and Post-Graduation Professional Courses,,,Female,All India,Student,,"SC,ST",Student,Any,Any
2676,Sardar Patel Agriculture Research Award,,,Female,Gujarat,Farmer,,"SC,ST",Any,Any,Any
2677,Sardar Patel Awas Yojana,,,Any,All India,Any,,"SC,ST",Any,Any,Any
2678,Sarna /Jahersthan/Hadgadi & Masna Protection and Development Scheme,,,Male,All India,Any,,ST,Any,Any,Any
2679,Sarothi Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2680,Sarvajan Pension Yojana,5.0,60.0,Female,All India,Any,,ST,Any,Any,Widowed
2681,Sastraposhini Scheme,,,Male,All India,"Student,Labor",,"SC,ST",Student,Any,Any
2682,Satat Jeevikoparjan Yojana (SJY),,,Any,All India,Any,,"SC,ST",Any,Any,Any
2683,Sathiyavanimuthu Ammaiyar Ninaivu Free Supply of Sewing Machine Scheme,20.0,40.0,Female,All India,Any,,ST,Any,Yes,Widowed
2684,Sathya Ammaiyar Ninaivu Government Children Homes,5.0,18.0,Female,All India,Any,,ST,Any,Yes,Any
2685,Satyvadi Raja Harishchandra Marnotar Sahay Yojana,,,Any,Gujarat,Any,,"SC,ST",Any,Any,Any
2686,Saur Sujala Yojana,,,Any,All India,Farmer,,"SC,ST",Any,Any,Any
2687,Savitribai Jyotirao Phule Fellowship For Single Girl Child,40.0,45.0,Female,All India,Student,,"SC,ST,OBC",Student,Yes,Any
2688,Savitribai Phule Kishori Samriddhi Yojana,18.0,19.0,Female,All India,Labour,,"SC,ST,MINORITY",Any,Any,Any
2689,Savitribai Phule Scholarship For V.J.N.T And S.B.C Girls Students Studying In 8th To 10 Std,,,Female,All India,Student,,ST,10th,Any,Any
2690,Savitribai Phule Scholarship For V.J.N.T. And S.B.C. Girl Students Studying In 5th To 7th Standard,,,Female,Maharashtra,Any,,"SC,ST",Any,Any,Any
2691,Savitribai Phule Self-Help Scheme,18.0,55.0,Female,Madhya Pradesh,Unemployed,,"SC,ST",Any,Any,Any
2692,Schedule Caste Pre-Metric Scholarship Class 06 To 08,,,Male,All India,Student,,"SC,ST",Student,Any,Any
2693,Schedule Tribe Pre-Metric Scholarship Class 06 To 08,,,Male,All India,Student,,"SC,ST",Student,Any,Any
2694,Scheduled Caste Boys/Girls Housing Assistance Scheme,,,Any,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
2695,Scheduled Tribe Relief Scheme,,,Any,Madhya Pradesh,Any,,"SC,ST",Any,Yes,Any
2696,Scheme For Adolescent Girls,11.0,14.0,Female,All India,Any,,ST,Any,Any,Any
2697,Scheme For Assistance For Start Ups/ Innovation,,,Male,Gujarat,Student,,"SC,ST",Student,Any,Any
2698,Scheme For Award Of Financial Assistance For Education To The Wards Of Beedi/Cine/IOMC/LSDM Workers – Pre & Post-Matric,,,Male,All India,"Student,Labour,Worker",,"SC,ST",Student,Any,Any
2699,Scheme For Award Of Senior/Junior Fellowships To Outstanding Persons In The Fields Of Culture,5.0,40.0,Male,All India,Any,,"SC,ST",Any,Any,Any
2700,Scheme For Award Of Stipend To The Schedule Tribe Students Of Arunachal Pradesh,,,Female,All India,Student,,"SC,ST",Student,Any,Any
2701,Scheme For Campus Accommodation & Facilities Enhancing Social Experience,,,Male,All India,Student,,"SC,ST",Student,Yes,Any
2702,Scheme For Financial Assistance For Veteran Artists,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2703,Scheme For Grant Of Rewards To The Children Of Salt Labourers,,,Female,All India,"Student,Worker",,"SC,ST",Student,Any,Any
2704,Scheme For Loan And Advances to the Beneficiary For Construction Of House,5.0,20.0,Male,All India,Worker,,"SC,ST,EWS",Any,Any,Any
2705,Scheme For Providing Assistive Devices To Differently Abled Persons,,,Any,Kerala,Any,,"SC,ST",Any,Yes,Any
2706,Scheme For Soft Loan To The Grant-in-aid/ Non-grant In Aid Institutions For Maintenance And Upgradation Of Infrastructure Facilities,10.0,,Male,All India,Student,,"SC,ST",Student,Any,Any
2707,Scheme For Study In Abroad,,,Female,Rajasthan,Student,,"SC,ST",UG,Any,Any
2708,Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm,,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
2709,Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Caste,,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
2710,Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Tribe,,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
2711,Scheme For Waiver Of Loans To Handloom And Powerloom Sector,,,Any,All India,Any,,"SC,ST",Any,Any,Any
2712,Scheme For Welfare Of Children In Need Of Care And Protection,,,Male,All India,Any,,ST,Any,Any,Any
2713,Scheme Of Assistance To Disabled Persons For Purchase/Fitting Of Aids/Appliances,3.0,12.0,Male,All India,Any,30000.0,"SC,ST",Any,Yes,Any
2714,Scheme Of Assistance To Persons With Disabilities For Purchase/Fitting Of Aids And Appliances,3.0,12.0,Male,All India,Any,,ST,Any,Yes,Any
2715,Scheme Of Coaching & Allied For Scheduled Castes,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2716,Scheme Of Coaching & Allied For Scheduled Tribes,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2717,Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2718,Scheme Of Provision Of Subsidized Rams To Sheep Breeders,,,Male,All India,Any,,"SC,ST",Any,Any,Any
2719,Scheme for Additional Interest Subsidy over and above RIPS 2024 and Reimbursement of Annual Credit Guarantee Fee,18.0,45.0,Female,All India,Entrepreneur,100000000.0,"SC,ST",Any,Any,Any
2720,Scheme for Adolescent Girls- Bihar,11.0,14.0,Female,All India,Any,,SC,Any,Any,Any
2721,Scheme for Assistance for Research & Development Activities: Assistance for Contract/Sponsored Research Work,,,Male,Gujarat,Any,,"SC,ST",Any,Any,Any
2722,Scheme for Assistance for Research & Development Activities: Assistance to Industrial Association for Establishment of R&D Laboratories,,,Male,All India,Labor,,"SC,ST",Any,Any,Any
2723,Scheme for Assistance for Research & Development Activities: Assistance to R&D Institutions/ Laboratories set up by the State Government or by Government of India,,,Male,Gujarat,Labor,,"SC,ST",Any,Any,Any
2724,Scheme for Assistance for Industrial Infrastructure,7.0,,Male,All India,"Labor,Worker",,ST,Any,Any,Any
2725,Scheme for Assistance on Purchase of Smartphone by the Farmers,,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
2726,Scheme for Assistance to Logistic Park,3.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
2727,Scheme for Assistance to MSMEs for Market Development,,,Male,Rajasthan,Any,,"SC,ST",Any,Any,Any
2728,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Reimbursement of CGTMSE Fees",,,Male,All India,Any,,ST,Any,Any,Any
2729,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Saving in Consumption of Energy and Water",,,Male,All India,Any,,ST,Any,Any,Any
